topic,sentiment
ve,0
delivery,1
app,1
account,0
app,1
search,0
buy,1
hh,1
use,1
need,2
keeps,0
things,1
phone,1
delivery,0
card,0
things,2
prime,1
want,1
fix,1
item,0
day,1
good,1
menus great easy,2
want,1
like,0
shopping,2
phone,1
items,0
like,1
orders,0
time,2
good,1
day,1
extremely hard bad,0
products,1
good really bad,1
plus phone,0
search,0
page,1
don,0
just,2
items,0
make sure stop,1
good,1
just,0
time,1
search,1
orders,1
good,1
prime,1
delivery,0
search bar search,1
items,2
love amazon,2
service,0
things,2
day,1
fix,1
delivery,2
prime,2
like,0
orders,1
delivery,2
amazon,2
use,0
good,2
app,2
need,1
delivery,1
shopping,0
buy,2
amazon,2
kerrput somebody,1
search,0
products make recommendation,1
fix,1
ve,0
ve,0
prime,0
items,0
don,0
prime,1
customer,0
items,0
old review improved,2
order,2
helpful thank fixing,2
love amazon,2
ve,0
ve,0
just,1
items,2
prices,2
items,2
buy,2
change,1
shopping problem,2
days,0
fix,1
like,0
worked keeps closing,1
products,1
order,1
orders,1
just,2
phone,2
service,2
time,2
time,2
really,2
items,0
search,0
prices,2
don,2
moment home,0
shopping,0
card,0
people house car,2
items,2
use,1
day,1
service,2
great deals,2
amazing prices delivery,2
prime,0
new,0
just,1
delivery,2
use,2
app,0
amazon,1
things,1
prices,2
customer,0
want,1
order,0
time,0
prime,1
fix,1
order,1
order,0
page,1
like,2
phone,0
time,2
amazon,1
items,2
day,1
service,0
want,1
page,1
phone,1
shopping,1
like,0
like,1
search,1
don,2
new,0
service,0
delivery,0
want,1
great,2
time,0
items,1
service,0
time,0
things,2
time,2
don,1
don,1
shopping,0
just,1
like,0
keeps,0
search,0
change,1
shopping,0
shopping,2
love,2
don,0
interface user,1
item,0
shopping,1
need,2
time,1
prime,2
want,1
filters star adding,0
account,0
order,2
customer,0
shopping,1
use,2
item,0
internet based,0
item,0
like,1
ve,0
want,1
just,0
just,1
search,1
items,2
menus great,2
products,1
money,0
update,0
really,2
prime,2
update,0
love amazon,2
service,0
prime,0
customer,2
like,1
items,2
really,2
service,2
just,0
make,1
great,2
regime palestine,0
buy,2
shopping,0
order,2
customer,2
shopping,1
update,0
great,1
ve,0
don,2
phone,1
want,0
don,1
good,1
format layout,0
like,0
orders,1
just,2
prime,1
prime,0
app,2
shopping,0
delivery,2
easy,2
streams,2
use,1
mass,1
love,2
like,1
like,0
update,1
shopping,2
good,2
love amazon,2
delivery,2
order,1
update,0
don,2
search,1
ve,0
prime,1
ve,0
prime,1
like,2
order,2
orders,1
search,0
use,0
search,0
service,2
service,2
items,1
really,2
love great app,2
products horrible,0
way,1
prime,1
llc start,2
search,1
lot keeps going,0
shopping,0
service,0
products,1
like,0
service,0
use,0
great,1
orders,0
galaxy,0
amazon,1
good,1
time,2
don,0
items,2
search,1
page,0
ordered 2023 able,0
great,1
shop,2
shopping amazon,2
don,0
use,1
make sure stop,1
customer,0
service,0
order,0
problem satisfied,2
shopping amazon,2
page,0
amazon,2
amazon,1
reveiw cart look,2
great,2
love amazon,2
service,2
account,1
use,1
amazon,2
prime,0
update,1
use,0
just,0
want,1
love,2
good,2
search,0
use,2
best shopping app,2
day,1
amazon,0
amazon,0
update,0
delivery,0
keeps,0
prime,1
use,2
days,0
great,1
use,1
use,0
delivery,1
shopping amazon,2
amazon,0
delivery,0
need,2
want,1
pretty,1
plus phone,0
page,0
phone,0
search dumb search,1
account,1
slow signal,1
app,1
use,0
orders,0
excellent update need,2
useful,0
dark mode option,2
time,2
like,0
experienced,2
ve,0
just,2
shopping,0
amazon,2
ve,0
bar,2
shopping,0
items,1
app,1
service,2
don,2
time,1
delivery,2
really,1
fix,1
orders,1
ve,0
just,0
don,1
like,2
account,1
want,2
amazon,2
good,1
fix,1
don,2
amazon,0
like,2
time,1
need,2
use,2
shopping,0
delivery,1
great,1
account,1
language,1
good,2
customer,0
items,0
page,1
item,0
day,1
item,0
want,2
like,2
account,1
order christmas gifts,2
interface bit,1
amazon,1
money,0
frequently purchased,2
account,1
update,1
wanted,2
delivery,1
prime,1
search,1
orders,1
delivery,0
like,2
need,2
page,1
good benefits,2
like,1
items,1
don,0
account,1
use gift card,0
just,2
items,0
amazon,1
want,0
days,0
delivery,1
service,0
prime,2
easy,2
time,1
prices,2
just,0
shopping,2
like,1
day,1
update,1
delivery,0
amazon,1
just,0
great,2
great,1
shopping,0
amazon,1
want,1
delivery,0
time,1
want,2
update,0
time,1
perfect make,2
prime,2
amazon,0
delivery,1
shopping,1
need,1
use,0
great,1
prime,0
delivery,0
change,1
tried million,0
delivery,1
need,1
just,1
really,2
phone,0
time,0
use,0
buy,2
items,2
fix,1
service,2
time,2
shopping,1
don,1
want,0
order,1
don,2
items,0
orders,1
account,1
prime,0
items,1
service,2
pretty make,0
time,1
account,0
time,1
shopping,0
search,1
app,1
items,0
good,2
app,2
easy,2
use,0
amazon,2
fix,1
good,1
delivery,0
shopping,1
good,1
purchases late love,1
prime,1
easy,2
prime,2
buy,2
customer,2
delivery,2
service,2
great,1
icon filter,1
love amazon,2
use,1
amazon,2
time,0
month ago really,2
items,1
buy,2
way,1
prime,0
really,2
search,1
don,2
just,0
really,2
account,1
items,1
page,1
amazon,1
love,2
don,1
don,0
use,0
prices,2
items,2
address pain,2
good,2
pricing easy,2
time,1
holy,2
orders,0
order,2
great,2
items,1
just wish member,2
use,0
good,2
time,0
buy,2
order,2
delivery,1
buy,2
don,2
prime,2
need,1
items,0
love amazon,2
time,1
delivery,0
great,2
don,0
filtering,1
amazon,0
phone,2
need fix canceling,0
card,0
page,0
app,0
fix,1
love amazon,2
amazon,0
fix,1
page,1
want,2
great,1
amazon,0
service,2
don,2
change,1
best customer service,2
use,1
phone,0
update,0
amazon,1
ve,0
stuff time love,2
love amazon,2
search,0
shopping,0
want,1
need,1
delivery,1
use,2
delivery,1
clothing,2
update,1
items,0
update,1
want,0
shopping,2
card,0
fix,0
search,0
runs little,2
orders,0
search,1
don,1
products,1
stars moved,2
search,1
delivery,0
want,0
app,1
items,1
search,0
app,2
update,0
search,0
fix,1
shopping app form,2
ve,0
unable disable,1
shop,2
don,2
items,1
service,0
amazon,1
fix,1
page,1
time,0
time,1
pain getting errors,1
items,0
orders,0
way,1
amazon,2
looking prompt,2
shop,2
really,1
like,1
things,1
order,2
app,1
card,0
great,2
update,0
fix,1
midwest tho,1
phone,2
search,1
account,0
app,2
shop,2
want,1
great,2
phone,2
helps,2
like,1
service,0
prime,1
investment,2
used apps,2
buy,2
prices,2
just,2
customer,0
good,1
update,1
app,1
app,1
want,0
phone,0
want,1
really,2
want,2
don,1
great,2
recent update latest,0
things,1
amazon,0
delivery,1
shopping,1
good,1
update,1
use,0
make,1
order,2
don,1
app really appreciate,2
delivery,1
prices,2
delivery,2
page,1
shop,2
day,1
need,1
phone,1
like,0
delivery,2
love amazon,2
prime,1
orders,1
things easy download,2
phone,2
items,2
buy,2
search,0
update,1
new,0
great,2
need,1
like,2
like,0
shop,2
things,1
love,2
just,2
customer,0
search,1
like,2
amazon,0
update,1
account,1
app,2
time,1
items,1
ve,0
things,2
amazon,1
just,2
app,1
good,2
order,0
don,0
products,1
don,2
responding constantly keeps,1
keeps,0
shein lately downside,1
like,2
harms eyes,1
search,0
great,2
great,2
like,0
use,2
delivery,0
great,2
shop,2
use,0
prime,2
search,0
days,0
like,1
phone,1
really,2
use,1
phone,0
amazon,0
easy,2
customer,0
account,1
days,0
just,1
item,0
search,1
overall,2
use,2
ve,0
keeps,0
pretty good change,2
real employees make,2
ve,0
items,2
account,0
instructions,0
shop,2
service,2
time,1
broken open items,1
phone,0
update,1
ultra,0
easy,2
shopping,2
item,0
amazon,1
items,2
want,1
amazon,0
want,1
prime,1
delivery,1
amazon,1
like,2
fix,1
order,2
time,0
good,1
just,1
order,2
keeps,1
products,2
don,1
want,0
keeps,0
prime,2
search,0
items,0
like,0
need,2
app,0
use,1
love,2
card,0
order,0
don,2
app,0
orders,1
ve,0
fix,1
app,0
items,0
customer,0
good,1
service,2
new,0
phone,0
improvement prime,2
use,0
shopping,0
search,1
page,0
delivery,1
fix,1
shopping,1
delivery,2
app,1
orders,0
shop,2
way,1
phone seizes reason,0
like,2
delivery,1
prices,2
delivery,2
want,0
don,1
love amazon,2
time,2
use,0
service,2
use,0
prime,0
don,0
use,1
time,2
shopping,0
item,0
use,2
stars actually,1
like,2
card,0
amazon,2
like,1
shopping amazon,2
don,1
orders,0
like,0
amazon 25 23,2
shopping,0
need,2
account,0
shopping,0
account,1
order,2
amazon,2
days,0
shopping amazon,2
love amazon,2
way,1
time,1
way,1
delivery,1
item,0
delivery,1
orders,0
need,1
majority items,1
good,1
search,1
time,1
love amazon,2
like,1
want,0
want,1
like,2
great,2
app,0
prime,0
shopping amazon,2
want,1
use,1
service,2
prices,2
order,1
want,1
just,1
account,0
time,2
like,0
amazon,1
need,2
app,1
items,2
amazon,2
app,1
want,0
use,2
variety good,2
update,0
order,1
good,1
items,2
want,2
items,0
really,2
item,0
phone,0
samsung tablets,0
orders,0
somethings ok lots,2
record,1
buy,2
shopping amazon,2
items,1
shopping,0
don,1
page,1
shopping,0
don,2
don,1
wa,1
know exactly want,2
day,1
use,2
search,0
just,0
prime,2
item,0
order,1
want,0
love,2
amazon,1
search,0
time,0
product app,2
prime,2
days just freezes,0
great,1
past month freezing,0
prime,1
shopping,0
use,0
service,0
customer,2
use,0
app,1
update,0
order,0
prime,2
app,1
products,2
don,1
prices,2
love amazon,2
really,2
make,1
app,0
shop,2
easy,2
love,2
love amazon,2
page,0
amazon,2
order,2
phone,0
hehe,2
amazon,2
new,0
update,1
orders clue,0
app,2
great,1
customer,0
like,1
order,0
app,0
really,1
add list link,1
time,0
like,2
delivery,2
page,0
use,1
ve,0
search,1
things,1
account,1
love,2
really,2
ve,0
order,2
service,0
time,1
orders,0
delivery,1
update,1
search,1
ve,0
ve,0
customer,0
useless support,0
page,0
products,2
new,0
account,0
need,2
shopping online amazon,2
service,0
time,0
app,1
really,2
great,2
app,0
good,1
money,0
customer,0
phone,1
places line,1
efficient,2
want,2
phone,0
like,1
delivery,0
shop,2
app,1
like,0
buy,2
prime,1
don,2
easy,2
items,2
sort like,1
amazon,2
experiences amazon problem,2
does mean,2
want,0
time,0
just,2
search,1
purchases make,1
days,0
order,0
amazon,0
like,0
change,1
like,0
app,2
new,0
shopping,0
page,1
option good user,2
love little bit,2
great,2
use,2
customer,0
items,2
like,1
phone,1
time,0
order,1
items,2
need,2
issues bit,2
like,0
use,1
loads really slow,0
use,0
phone,1
time,1
prime,0
shopping,0
search,1
prime,0
day,1
service,0
order,1
order,0
day,1
customer,0
order,2
prices,2
good benefits prime,2
read help getting,0
day,1
order,1
delivery,2
chase things don,1
account,0
day,1
account,0
make,1
need,1
just,1
item,0
days,0
phone,1
things,1
great,2
phone,2
app,0
account,0
amazon,1
need,2
fix,1
keeps,0
day,1
orders,0
scroll shut reload,0
search bar haaaate,1
app cashing,1
bit,2
good,1
great,2
service,2
delivery,0
search,0
don,0
quick shipping items,1
order,1
customer,2
shopping,2
amazon,0
love amazon,2
use,1
service,2
need,1
search,1
phone,0
customer,0
phone,0
fix,1
update,0
fix,1
search,1
shopping,0
order,2
really,2
service,2
phone,1
want,0
app,0
search,0
app,2
use,1
shopping amazon,2
things,2
things,1
like,0
amazon,2
order,2
package tried million,0
phone,1
prime,0
search,1
need,1
use,0
don,1
items,1
customer,0
love,2
errors sooo,2
customer,0
shopping,0
service,0
orders,0
prime,2
update,1
update,0
used,0
app,2
good,1
easy,2
time,2
app,2
bad app,0
shop,2
galaxy,0
order,0
phone,1
search,1
amazon,2
update,0
prime,0
phone,0
good,2
customer,0
fix,1
account,1
money,0
good,2
love,2
good,2
really,2
shopping,0
like,1
love,2
delivery,0
item,0
buy,1
like,1
lockers stupid,0
shopping,2
prices,2
works,1
app,2
just,1
need,2
order,0
great,2
good,1
just,0
new,0
reason morrissons app,1
keeps,0
amazon,0
annoying notifications,0
love amazon,2
app eyes,2
order,1
phone,0
search,1
delivery,2
lover planted,2
good orders ship,2
good,1
just,0
card,0
time,1
service,0
okay slow,1
great,1
time,2
don,2
easy,2
items,1
like,2
update,0
shopping,2
page,0
items,2
don,0
use,0
easy,2
items,0
app,1
shopping amazon,2
need,1
use,2
like,1
day,1
card,0
great,2
make,1
want,1
2023,0
want,2
just,2
orders,1
love,2
app keeps record,1
things,2
app,2
hope dark mode,2
amazon,1
love,2
order,0
update,1
prime,2
want,0
orders,1
like,0
time,1
just,2
prices,2
lot security checks,2
prime,0
don,0
products,2
love amazon,2
love amazon,2
account,1
prime,2
use,0
really,1
love amazon,2
fix,1
order,2
account,1
keeps,0
amazon,1
really,1
prime,2
good comprehensive,2
years mean amazon,2
just,2
app,2
customer,2
performance dips,0
search,0
search,0
use,2
items,1
love amazon,2
need,1
prime,0
prime,0
love amazon,2
app,2
shopping,2
prime,2
want,2
ve,0
amazon,2
make,1
items,0
search,1
page,1
shop,2
time,0
phone,0
way,1
buy,2
orders,1
innocent canceled deleted,0
shopping,1
want,1
order,1
great,1
love,2
days,0
like,1
good,2
good,1
search,1
orders,1
app,1
just,1
items,0
exactly looking prices,2
money,0
money,0
page,0
search,0
use,1
keeps,0
amazon,2
products,1
use,2
shop,2
service,2
customer,0
items,0
customer,0
use,1
like,2
items,0
orders,0
unfortunately infuriatingly slow,1
phone,1
just,0
order,2
shop,2
order care,1
great,1
search bar,1
search,1
need,1
shopping,0
delivery,2
good,2
purchase snowconegreen,1
prime,0
delivery,1
amazon,0
use,0
days,0
things,1
deliveries,1
like,2
orders,0
good,2
just,2
delivery,0
want,0
orders,1
need,1
love amazon,2
new,0
bar moved,2
delivery,2
items,0
prime,0
app,2
does,2
easy,2
item,0
easy,2
having difficulty signing,2
ve,0
app,0
amazon,2
good,1
item,0
amazon,2
amazon,2
shopping amazon,2
prime,0
item,0
amazon,2
products,2
time,0
shop,2
really,2
time,0
order,2
great,1
item,0
delivery,1
just,0
delivery,1
delivery,0
items,0
delivery,2
amazon,0
shopping,2
shop,2
service,0
like quick access,2
just,1
shopping,1
want,1
delivery,1
use,2
use,0
things,1
great,1
ve,0
update,1
app,0
items,0
items,1
better prices items,2
items,1
need,2
use,1
need,2
good,1
app,1
shopping,2
account,1
like,1
amazon,1
like,2
time,2
items,1
page,0
need,2
time,2
item,0
medium goggles amazon,2
don,1
need,2
like,1
love amazon,2
keeps,0
delivery,2
things,2
service,2
amazon,2
account,1
items,0
delivery,0
ve,0
customer,2
time,1
use,2
change,1
service,2
need,1
phone,0
prime,2
use,2
good,2
don,0
orders,0
delivery,2
great difficultly,2
like,2
products,1
shop,2
don,1
use,0
good,2
service,2
products,1
don,1
change,1
service,0
don,1
like,0
prices,2
amazon,0
good,2
orders,0
use,2
want,0
prime,0
pinnings acts deliver,1
account,0
things,2
love,2
delivery,2
delivery,1
use,2
new,0
want,0
amazon,0
buy,2
reliable affordable,2
buy,2
just,0
time,0
phone,0
getting delivered hopefully,1
shop,2
use,2
use,2
account,0
love,2
update,0
shopping,1
navigation bad,2
time,1
like,2
broken today,1
items,0
don,0
shopping,1
time,0
member awesome experience,2
amazon,2
customer,0
order,0
items,0
amazon,0
items,0
app,1
keeps,0
things,2
like,2
order,1
items,1
good,1
use,2
keeps,0
point core function,0
shop,2
don,2
order,2
page,0
amazon,1
like,2
service,0
reliable provide,2
search,1
delivery,1
prices,2
just,1
time,1
order,1
account,1
delivery,0
shopping,1
good,1
innocent,0
purchase delivery,2
good,2
prime,2
phone,2
page,1
lately rubbish,0
phone,0
search,0
app,0
time,1
change,1
prices,2
amazon,1
shopping,1
looking,2
items,2
app,1
buy,1
really,2
like,0
need,2
money,0
easy,2
items,0
service,2
time,1
time,0
time,1
phone,0
just,0
love,2
right infact,2
love,2
order,2
page,0
update,1
search,1
phone,1
search,1
time,1
fix,1
shopping,0
delivery,2
items,0
products,1
material thanks great,2
order,0
good change alot,2
shopping amazon,2
need,2
phone,1
products,2
items,1
customer,0
shopping,0
like,1
english buying amazon,0
prime,0
search,1
phone,0
delivery,0
item,0
update,0
customer,0
time,2
amazon,2
shopping,2
order,1
search,0
time,2
change,1
tell site does,1
time,1
user going,0
information,2
shopping,1
update,1
don,2
delivery,0
use,0
don,1
phone,2
shopping,0
shipping free fast,2
like,1
items,0
really,1
use,2
item,0
items,0
items,1
service,2
orders,0
ve,0
change,1
fix,1
phone,0
proven thanks amazon,2
crashing trying,1
make,1
don,0
phone,0
orders,0
great,2
app,1
orders,0
order,2
good,1
like,2
order,1
search,0
shopping,0
orders,1
want,0
easy,2
customer,2
service,2
amazon,1
shopping,0
day,1
amazon,1
use,1
page,0
really,2
don,0
amazon,1
need,1
search,1
time,1
way,1
phone,0
want,2
don,1
shopping,2
phone,2
delivery,2
page,1
things,1
order,0
page,0
love amazon,2
like,0
good,2
items,0
search,1
prime,0
don,2
delivery,0
want,1
app,0
prime,2
just,0
just,2
just,0
like,2
like,2
change,1
phone,1
great,2
want,2
good,1
ordered read fine,1
good,2
time,0
easy,2
prime,2
service,0
founded,2
service,0
like,1
ve,0
app,0
updated app doesnt,1
shopping,0
amazon,1
way,1
update compatible,2
app,2
don,0
shopping amazon,2
love,2
like,2
shop,2
really,1
time,1
shopping,2
phone,2
items,1
easy,2
amazon,2
amazon,0
item,0
time,0
app,2
app,2
shop,2
good,2
service,0
just,2
items,2
orders,1
customer,0
search,0
items,2
orders,0
need,2
just,0
really,2
just,2
constantly latest update,0
update,1
don,1
shop,2
account,0
order,1
order,1
customer,2
page,0
just,1
app,0
good,1
just,1
just,1
shopping amazon,2
things,2
use,0
easy,2
phone,0
shopping,2
card,0
amazon,2
account,0
shopping,2
don,0
use,1
app,2
service,2
really,2
deliveries,2
need,1
time,2
like,1
items,1
buy,2
account,1
just,1
good,2
don,0
like,1
make right let,2
time,0
buy,2
delivery,0
order,2
delivery,2
change,1
easy,2
use,2
prime,0
order,2
really,2
service,2
time,1
eventually saying,1
need,1
time,0
shopping,0
phone,1
items,2
service,0
don,2
app,0
love amazon,2
search,0
use,0
just,0
great,1
order,2
use,0
shopping,0
amazon,0
phone,1
items,2
don,2
things,1
good good good,2
new,0
amazon,1
prime,1
customer,0
delivery,1
products,1
prime,1
amazon,1
don,2
money,0
prime,1
just,0
really,1
service,2
quick easy problem,2
really,2
time,2
buy,2
search,0
great,1
don,2
want,1
prime,0
harms eyes,1
great,2
use,1
ve,0
great,1
customer,0
like,2
items,1
want,1
app,0
prime,1
order,2
make specific,1
search,1
update,1
time,2
good work progress,2
account,0
use,0
like,0
use,1
delivery,2
mean,2
keeps,0
great,2
time,0
customer,2
shopping,0
fix,1
good,2
delivery,0
easy,2
update,1
delivery,0
service,0
good,2
order,1
update lots freezing,0
want,1
day,1
buy,1
items,1
like,0
prices,2
search,1
search,0
orders,0
service,0
time,1
buy,2
search,0
account,0
like,1
new,0
delivery,1
items,0
app,0
items,2
customer,0
query search,1
prime,0
order,1
need,2
search,0
orders,0
just,1
need,1
easy,2
service,0
delivery,1
phone,1
like,2
amazon,1
app,2
shopping amazon,2
ve,0
just,1
orders,1
customer,0
regarding potential,2
prime,2
want,1
prime,0
item,0
shop,2
amazon,2
prices,2
love,2
items,1
time,2
idea place,1
prime,1
amazon,1
items,2
items,2
amazon,0
good,1
customer,2
shopping,1
just,2
prime,2
just,2
update,1
delivery,1
don,0
way,1
new,0
don,0
customer,2
order,2
page,0
great,1
prices,2
need,2
amazon,1
like,1
time,0
use,1
update,0
order,2
products,1
shopping,2
app,1
use,0
like,0
make,1
don,2
amazon,0
time,1
time,0
shopping,0
make,1
fix,1
just,2
don,0
like,1
items,1
card,0
need,1
love,2
pleasè vacumns,2
time use,2
bar search,2
app,1
customer,0
new,0
days,0
keeps,0
want,1
want,0
like,1
good,1
delivery,0
far good,2
service,0
recommend useful,2
items,0
items,1
things,1
really,2
things,2
love,2
customer,0
new,0
order,2
great products audible,2
app,0
page,0
service,0
order,2
web shooter,0
don,0
like,2
page,0
simple easy convenient,2
phone,1
don,1
lockers stupid hell,0
great far good,2
want,0
don,0
shopping,1
customer,2
order,2
need,1
fix,1
like,0
prime,2
use,1
orders,1
love,2
use,2
update,1
orders,1
way,1
gains,1
stupidest mistake,2
use,0
search,0
orders,0
orders,1
update,1
easy,2
convenient simple easy,2
like,1
customer services,2
want,0
account,0
app,2
items,1
like,1
really,1
just,0
search,1
shopping,1
keeps,0
fix,0
need,2
easy,2
prices,2
like,0
constant,2
search,0
items,0
don,1
update,1
things,1
service,0
order,0
good,2
time,0
month ago,2
order,2
good,2
amazon,0
search,1
shopping amazon,2
orders,1
just,2
don,0
just,1
returns,2
don,2
prime,0
ve,0
don,2
items,1
shopping amazon,2
customer,2
like,1
service,0
great,2
money,0
search,1
orders,1
orders,1
day,1
fix,1
shopping,0
account,1
fix,1
need,2
ve,0
amazon,1
delivery,0
just,1
order,1
phone,2
prime,1
keeps,0
just,0
just,0
delivery,1
easy,2
love amazon,2
products,2
extremely rarely time,0
fix,0
don,0
delivery,2
love,2
order,2
shopping,1
search,1
delivery,2
don,1
lol aware amazon,1
don,0
shopping,2
orders,0
order,1
phone,1
love amazon,2
like,0
keeps,0
want,1
service,0
good,1
search,1
page,0
just,0
like,1
orders,0
good,2
use,2
item,0
page,1
account,1
mode option,2
prime,0
order,2
amazon,0
items,2
time,1
app,2
page,1
ve,0
don,2
phone,1
account,1
garbage works update,0
want,0
order,2
good,2
delivery,1
page,0
want,2
delivery,0
items,1
ve,0
delivery,1
amazon especially,2
keeps,0
items,2
want,1
time,2
customer,0
app,0
slow,1
progress,2
phone,0
search,0
shopping,1
app,0
want,0
orders,0
items,1
shopping,1
items,0
prime,2
really,2
shopping,0
work app browser,2
amazon,1
items,2
keeps,0
fixing search bar,2
passwords like useful,1
keeps glitching,0
shopping,2
page,0
app,1
good,1
phone,1
order,1
delivery,2
just,1
delivery,2
update,0
amazon,1
orders,1
shopping,1
love easy good,2
change,1
account,0
bangladesh,2
use,1
fix,1
app,2
use,2
way,1
search,0
account,0
use,2
amazon,2
items,2
update,1
prime,1
items,2
amazon,2
use,1
items,0
shopping,0
delivery,0
good,2
trust shopping,1
phone,0
use,2
page,0
good,2
prime,2
search,0
prime,0
good,1
shop,2
items,2
great,1
app,2
change,1
zionist,0
service,2
buy,2
good,2
like,1
need,1
like,2
just,0
really,2
time,0
great,1
really,1
order,2
service,0
account,1
orders,1
need,2
delivery,0
don,2
app,2
shopping amazon,2
prime,1
keeps,0
want,1
service,0
items,0
seriously did did,1
need,1
items,0
just,2
service,0
need,1
customer,0
use,0
lot issues delivery,1
want,0
use,0
impressed progress app,2
awful irrelevant,0
love little,2
order,2
just,0
hope used,2
order,0
prime,2
prices,2
account,0
shopping,2
prime,0
delivery,2
amazon,1
time,1
day,1
items,1
services,2
use,0
delivery,0
time,2
delivery,0
problem satisfied,2
like,0
really,1
just,0
items,2
innocent,0
just,0
read write understand,0
delivery,2
items,2
phone,2
change,1
money,0
time,2
nepal,2
don,0
items,1
shopping,0
experience,1
don,0
items,2
don,0
card,0
good,1
shopping,0
amazon,1
update,1
great,1
good,1
use,2
fix,1
amazon,0
just,0
products,2
update,1
app,2
need,2
orders,0
want,1
days,0
change,1
keeps,0
phone,0
order,0
app,2
just,2
time,0
don,2
order,2
service,0
shopping,0
easy app,2
don,2
keeps,0
order,2
phone,1
products,2
order,2
just,1
money,0
search,0
like,1
order,1
great,2
just,2
need,2
meet search,1
items,0
item,0
update,1
don,0
use,2
amazon,0
page,0
great,1
search,1
search,0
great,2
like,1
fix,1
shop,2
ve,0
love amazon,2
time,1
new,0
regular stores,2
update,0
time,0
money need cheaper,2
great,1
way,1
delivery,2
items,1
want,1
prime,2
service,2
love little bit,2
prime,0
app,0
phone,0
service,2
account,0
want,1
shop,2
like,2
easy,2
service,2
items,1
amazon,0
need,1
just,2
don,0
use,2
amazon,0
fix,1
shopping,0
fix,0
need,1
orders,1
delivery,0
need,2
don,0
love amazon,2
need,1
hahaha,2
easy,2
order,1
delivery,0
shopping,2
need,1
items,0
things,2
phone,0
phone,0
service,0
website instead dark,1
don,2
item,0
thousand times better,1
account,1
like,2
prime,1
just,0
time,2
really,1
amazon,2
just,0
amazon,2
need,2
search,0
service,0
fix,1
card,0
glitchy app,0
gets hacked,0
phone,0
prime,0
delivery,1
shopping amazon,2
don,0
update,0
hurts eyeballs,1
update,1
account,0
shopping,0
prices,2
like,0
amazon,1
need,1
page,0
orders,0
service,0
fix,1
hurts,1
orders,0
delivery,1
don,0
website instead,1
search,0
app,0
right ve,2
love amazon,2
easy,2
amazon,0
love,2
shopping,2
way,1
prime,0
phone,1
love little,2
amazon,0
like,1
need,2
just,1
love amazon,2
delivery,0
time,0
item,0
sensitivity make,2
use,1
buy,1
page,1
amazon,0
like,0
orders,0
days,0
use,2
just,0
app,0
prime,0
prime,0
shopping,0
just,1
use,0
new,0
items,0
great,1
trends regarding,2
use,1
business peeps,2
good,2
ve,0
app,1
love amazon,2
delivery,0
service,2
refuse purchase,0
app,0
app,0
update,1
reviews longer works,2
app,1
order,2
ve,0
order,1
good,2
ss widow benefit,1
great,2
update,0
need,1
order,2
search,1
things,2
app,0
orders,0
like,0
page,0
using lot,1
items,1
want,1
don,1
love,2
use,0
like,0
shopping,0
change,1
phone,0
properly android,2
fix,1
phone,1
need,1
want,2
update,0
time,0
orders,0
new,0
items,1
update,1
products,2
search,1
amazon,2
prime,2
shop,2
love amazon,2
change,1
item,0
fix,1
stuff just amazon,2
search,1
ve,0
delivery,2
properly update,2
use,0
good,1
fix,1
update compatible google,2
amazon,0
like,0
older app,1
items,2
want,0
shopping,1
amazon,0
need,1
time,0
prime,1
right infact great,2
days,0
orders,0
don,2
order,2
phone,0
fix,1
really,1
really,2
app,1
item,0
like,0
phone,0
want,2
app,1
service,0
need,2
amazon,0
order,0
use,1
great,2
delivery,0
like,2
new,0
great,2
time,1
items,0
time,1
order,2
search,0
time,1
love,2
buy,1
service,2
keeps,0
shopping,1
phone,0
page,0
customer,0
appreciate updates app,2
order,2
update,1
want,1
order,1
orders,0
customer,0
amazon,0
easy,2
love,2
app,0
good,2
dark theme,2
like,0
good,1
customer,0
like,0
app,0
shopping,1
app,0
way,1
easy,2
just,2
items,0
update,0
amazon,1
shopping,1
fix,1
like,1
don,1
great,2
orders clue,0
want,2
just,2
use,1
app,2
lists heart,0
just,1
love,2
prime,2
slows entire phone,0
like,0
like,1
like,2
account,1
want,0
orders,1
time,1
great,2
great,1
need,1
fix,1
easy,2
items,0
app,0
update,0
time,2
fix,1
use,1
use,2
just,1
like buy lokk,2
orders,1
amazon,1
possible 2023,1
want,1
item,0
update,1
use,1
order,2
love amazon,2
things,1
gotten things time,2
prime,1
things,1
love,2
lots stuff,2
page,1
extremely,0
just,1
easy,2
app,0
like,2
time,2
orders,0
fix,1
search,0
going keeps doing,0
amazon,0
keeps,0
shopping,2
keeps,0
prime,2
maneuver shopping,1
shopping,1
update,1
love amazon,2
old 87,1
order,1
delivery,1
need,1
ve,0
want,1
things,2
don,0
prime,1
time,2
orders,0
need,1
amazon,2
shopping,0
item,0
shopping amazon,2
breezy,2
shopping,2
app,0
delivery,1
shopping amazon,2
use,0
update,1
update,0
just,0
don,1
want,0
new,0
ve,0
amazon,0
customer,0
fix,0
called twice say,0
delivery,2
items,0
want,1
amazon,0
need,1
prime,1
amazon,1
good,2
change,1
delivery,1
don,1
good,1
like,0
item,0
search,1
orders,0
search,1
want,0
just,1
great,1
use,0
really,1
like,0
use,0
change,1
orders,0
prime,0
slow lots spam,1
use,1
items,2
amazon especially,2
update,1
account,1
need,2
customer,0
orders,1
products,1
account,0
money,0
pricey,1
time,0
fix,1
account,1
use,0
buy,2
change,1
prime,1
